comment_id,parent_comment_id,content,publish_time,ip_location,sub_comment_count,like_count,dislike_count,content_id,content_type,user_id,user_link,user_nickname,user_avatar,last_modify_ts
10066620277,0,武汉碳包宝是软件吗,1645433093,,0,0,0,2254940756,answer,bfa30fafbf6b7d7f5ccfb11a56d71d95,https://www.zhihu.com/people/ggboy-11-93,cheerful,https://pic1.zhimg.com/v2-95806fe882caedf08a454a2baad12a61_l.jpg?source=06d4cd63,1770829887042
4572715364,0,双积分和碳积分是两回事,1626426128,,0,3,0,379028270,article,ce20a53e886c8ca69326230631035f1c,https://www.zhihu.com/people/lei-magic,雷magic,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829891341
4795787775,0,那么问题又来了：怎么知道销售一辆车，会得到几个积分呢，怎么判定的？,1633018829,,0,0,0,379028270,article,9c67a24171bf7f71b3697ccbf3443128,https://www.zhihu.com/people/yang-fan-50-77,知乎用户6vMoZR,https://pic1.zhimg.com/v2-55c2bc92e59952204d160ea95dd17815_l.jpg?source=06d4cd63,1770829891344
10089430627,0,碳积分是碳足迹的量化，如何量化记录需要一个工具，给普通人记录碳足迹的碳元域不久将会上线。双积分是指碳排放额度的正积分与负积分。加V18171600112交流。,1647382804,,0,0,0,379028270,article,b8296e70f253dfd9ee6baf4ca15287e4,https://www.zhihu.com/people/zhen-xia-jiu-you-46,枕霞旧友,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829891348
9952337802,0,个人能参与吗？,1636518998,,3,2,0,370095154,article,9bfe5a880167570d8ceb418b3c66cc30,https://www.zhihu.com/people/chao-xi-37-88-85,知乎用户FkzY88,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829904759
10978135057,0,说白了不就是钱嘛,1724976413,,0,0,0,370095154,article,2f42ca2c2e5369b28def358d526411ac,https://www.zhihu.com/people/lan-hua-92-62-28,兰画,https://pic1.zhimg.com/v2-6c283682e3c4dc6322f6b264e83e16ad_l.jpg?source=06d4cd63,1770829904762
9969429136,0,除了生产新能源汽车外，还有别的途径增加碳积分吗？,1638154970,,1,0,0,370095154,article,447274ed3b04719a3dc78afa4417a03f,https://www.zhihu.com/people/zuan-shi-lie-hen-5,钻石裂痕,https://picx.zhimg.com/80963f3d3e4284548337229808df0015_l.jpg?source=06d4cd63,1770829904765
4681997941,0,这个介绍简单易懂,1629863883,,0,0,0,370095154,article,2663f899120bfa48698983494b1b4d41,https://www.zhihu.com/people/qq316950980,勇敢的小羊,https://picx.zhimg.com/v2-6f5650d2d671b2c77123ea54ccbc2867_l.jpg?source=06d4cd63,1770829904768
10023322621,0,怎么算一个碳积分呀，一辆车一个？,1640655814,,0,0,0,370095154,article,17923ca056884db023a11271d480860e,https://www.zhihu.com/people/tian-yu-xing-chen-93,天宇星辰,https://picx.zhimg.com/v2-acacf15626cb9c35635e1cf6cf50965a_l.jpg?source=06d4cd63,1770829904773
10013060482,0,一个碳积分3000元，那么我们低碳行多少时间可以增加一个碳积分,1639060924,,1,0,0,370095154,article,81e43186d00da69131e91aab90957008,https://www.zhihu.com/people/hong-hu-34-96,优酒优购平价连锁,https://pic1.zhimg.com/v2-fb71631a8c78b45354abd4a333716359_l.jpg?source=06d4cd63,1770829904775
2076947747,0,真是个奇葩的政策,1619577438,,0,1,0,363480129,article,e6988fceb93f95b826e36430e388dd64,https://www.zhihu.com/people/woody99999999999999,36ody7,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829916006
4574268048,0,大众和日产三剑客都被玩蒙了，估计接下来会拼了命冲击新能源汽车领域，最可怜的是丰田娃，明明氢燃料电池技术领先全球，也是真正环保，同时也是新能源汽车的最终方向，但是没人和他玩，欧美中三坏蛋联合欺负小日本，哈哈，就是这么开森。,1626399860,,0,0,0,363480129,article,07524f98fc47a4d315829faea7a24476,https://www.zhihu.com/people/sun-cheng-fei-16,孙成飞,https://pica.zhimg.com/v2-af1f4664568f509590d0b0e434f02d0b_l.jpg?source=06d4cd63,1770829916008
11335901196,0,讲得很有道理，恶事西方干，骂名中国背。这锅中国不能再背了。,1762577269,湖北,0,28,0,1970198403712525985,answer,dc17ac68250404937d0bf334e28b57b0,https://www.zhihu.com/people/wanf-song,风入松,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829920349
11335390090,0,我也觉得，根源在万恶的西方垄断资本主义,1762513063,广西,0,15,0,1970198403712525985,answer,ee40027a86e36e4592b7cb1aee38fad9,https://www.zhihu.com/people/lao-gong-81-11,老龚,https://picx.zhimg.com/5d50e4df39f026c643f4f7cd7a621840_l.jpg?source=06d4cd63,1770829920352
11336660248,0,丁院士：我就问中国人算不算人,1762690212,广东,0,11,0,1970198403712525985,answer,ef797fef2de7e70059ca991259821312,https://www.zhihu.com/people/lksimba,精灵狮,https://picx.zhimg.com/v2-94a42e2584683113247e82c7170a2cbc_l.jpg?source=06d4cd63,1770829920356
11336681010,0,估计西方还得玩其他花样，例如 谁产的电多，就得罚款的 法律。[飙泪笑][飙泪笑][飙泪笑]不缴纳就限制。,1762672879,辽宁,11,7,0,1970198403712525985,answer,b90b84418c9985649b850ae59b39735a,https://www.zhihu.com/people/qing-hui-ye-yao,清辉夜耀,https://picx.zhimg.com/v2-92996a01a6a26f62f9a4173e1d56152f_l.jpg?source=06d4cd63,1770829920359
11336832857,0,爽哥已经行使回应权骂回去了，犯不着这么激动。,1762692187,山东,2,4,0,1970198403712525985,answer,cc8427015c77cef39a912982301eec2c,https://www.zhihu.com/people/li-yi-tao-32-6,玛卡巴卡,https://pic1.zhimg.com/v2-3911b7420fae8f7ec79678ecfe32b2d5_l.jpg?source=06d4cd63,1770829920360
11337654510,0,有些人，把西方人想的太好了其实，人性都是一样的,1762742105,山东,0,1,0,1970198403712525985,answer,38c348280d19446c85c7e4e78a20c27b,https://www.zhihu.com/people/liu-zhong-wei-35-56,momo,https://pic1.zhimg.com/v2-bb8e013aa95012dafdc51fdfaa8738c9_l.jpg?source=06d4cd63,1770829920363
11336387355,0,只知道种地的民族怎么会有坏心眼儿,1762661987,黑龙江,0,2,0,1970198403712525985,answer,8f3d9c334a80f0693403e6737afc462d,https://www.zhihu.com/people/lai-sheng-huan-sheng-zhong-hua-jia,来生还在种花家,https://picx.zhimg.com/v2-dcbe56ea284292b2754d06b03ceb337f_l.jpg?source=06d4cd63,1770829920366
11335780416,0,老钟🕰️正好顺水推舟,1762573594,上海,0,2,0,1970198403712525985,answer,a17ba878b7db17a2a31862b71c67500a,https://www.zhihu.com/people/bai-zhang-ji,百丈漈,https://picx.zhimg.com/v2-d3635f158d287841fbb6e1459025c53b_l.jpg?source=06d4cd63,1770829920368
11337531929,0,雄文,1762731682,湖北,0,1,0,1970198403712525985,answer,bc7469464fa900afdf8feb3f0a62bc5b,https://www.zhihu.com/people/xian-sheng-33-36,罗生,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829920372
11337267048,0,中国的火电技术早就是先进的环保技术了。是国家技术管制禁止出口。,1762694890,浙江,0,1,0,1970198403712525985,answer,8a73a43aae3e2c69ff98aa0753b14826,https://www.zhihu.com/people/zhang-cheng-4-92,光与影的平衡,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829920374
11335750418,0,也别说的自己那么白莲花，其实就是让老美冲，对我们自己也有利,1762574234,广东,0,1,3,1970198403712525985,answer,feb01ea91ce0bd330ff64ecf2cc412d7,https://www.zhihu.com/people/pu-ti-zi-10,菩提子,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829922715
11336977253,0,你就没想过，我们借着西方刮起的风，禁止煤电出口，准备干掉其他国家的工业吗，没电搞个屁的工业，所有电力系统中，最可靠的就是火电，能在大部分地方落地生根，成为一个区域的强大能源引擎,1762689028,山东,0,1,1,1970198403712525985,answer,28463478cef6e96360ee857e9868b6e0,https://www.zhihu.com/people/wu-wang-82-31-56,无忘,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829922718
11336751087,0,明明那么多国家和人穷的要死，他们说产能过剩……[捂脸][捂脸][捂脸],1762698165,湖北,0,0,0,1970198403712525985,answer,9b59ad7105295d803e11ea4bc24b5887,https://www.zhihu.com/people/zhang-yang-76-9-67,飞狐,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829922720
11336768922,0,老天爷应该收了那个姓柴的,1762676834,江苏,0,1,0,1970198403712525985,answer,4e6d90daa6b6a49f89f98264defa3349,https://www.zhihu.com/people/55-53-90-53,多多,https://pic1.zhimg.com/v2-10b20470e80a6274affe25aeba407dce_l.jpg?source=06d4cd63,1770829922722
11336859866,0,太对了，以后规则自己定，去他的西方,1762692383,河北,0,1,0,1970198403712525985,answer,69bf4510885ae2085eab96a54966c019,https://www.zhihu.com/people/xie-ding-mao-49-36,薛定猫,https://picx.zhimg.com/v2-ccc04f8255cb825e8e9deabb398f0740_l.jpg?source=06d4cd63,1770829922725
11336069545,0,柴静之流除了名字是汉字 ，其他都全盘西化了,1762569975,重庆,0,9,0,1970198403712525985,answer,eca38af9acb5fccb06b556ab24dbb501,https://www.zhihu.com/people/ycnmp-32,风舟-媒体人,https://pica.zhimg.com/v2-09e8c935d8a40eee089679dbcef9eec8_l.jpg?source=06d4cd63,1770829922727
4796813860,0,怎么知道销售一辆车会得到几个积分呢？这是怎么判定的,1633019004,,1,0,0,389726778,article,9c67a24171bf7f71b3697ccbf3443128,https://www.zhihu.com/people/yang-fan-50-77,知乎用户6vMoZR,https://picx.zhimg.com/v2-55c2bc92e59952204d160ea95dd17815_l.jpg?source=06d4cd63,1770829927055
4561767015,0,光伏发电企业碳积分如何换算,1626320037,,0,0,0,389726778,article,bc48bab9dc6d974d751bd6d06d7f893a,https://www.zhihu.com/people/jian-guo-56-57,坚果,https://picx.zhimg.com/v2-87d14fb4c9f38aa5e524d41b8d400248_l.jpg?source=06d4cd63,1770829927058
11291545575,0,你猜为什么科比大雾天也要坐飞机，因为没有轨交，所有人都在开车，路已经堵成一坨了。这才叫没有选择。,1758105371,上海,0,1,0,1951677176807137587,answer,8453e1da14a04d793a1a652b7408022b,https://www.zhihu.com/people/zhu-zhu-8-82-31,朱朱,https://pica.zhimg.com/v2-910793f5cf21880c0f514b5771631907_l.jpg?source=06d4cd63,1770829941682
11358531869,0,手动挡才有驾驶的乐趣,1764762467,安徽,77,868,1,1978848198907957338,answer,d83cc3b95f3686805b37773235ae5139,https://www.zhihu.com/people/wang-xiang-67-50,会飞的猪,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829948305
11362400943,0,高铁那个，真是记忆犹新。“高铁没了绿皮车路上的风景”,1765256747,四川,13,233,1,1978848198907957338,answer,c5de28b995584d3414966faf9b63ca15,https://www.zhihu.com/people/pi-zi-kin,剑雨倚楼,https://picx.zhimg.com/v2-4dbc3b3c365029b861fd18d2df5f79c9_l.jpg?source=06d4cd63,1770829948307
11362517389,0,Email的出现让信件丧失了等待的乐趣；微信扫码让付款丧失了纸币的厚重感,1765258314,广东,1,181,0,1978848198907957338,answer,31ab20c040852c607adfea928ca32a92,https://www.zhihu.com/people/cloud-90-42,cloud,https://picx.zhimg.com/v2-b6823acb11ea811990152a6d4d143483_l.jpg?source=06d4cd63,1770829948309
11357161568,0,瞄准的乐趣没绷住[捂脸],1764660114,江苏,4,95,0,1978848198907957338,answer,6cf0e2295e7c3228b50d6d6e954ed3db,https://www.zhihu.com/people/mr-rainbow-53-20,Mr.钓鱼王,https://picx.zhimg.com/v2-c6ef9a186aaa420f49f1dcfcc0294f0d_l.jpg?source=06d4cd63,1770829948312
11363767830,0,因为电车出现了，原先丰田喜欢挂在嘴上的省油成了笑话。,1765348281,江苏,20,72,0,1978848198907957338,answer,84950c0bbbf6b153510bbf0da693e825,https://www.zhihu.com/people/ni-song-qi,song,https://pic1.zhimg.com/v2-e9422ec96f6444cf6b196a999118599d_l.jpg?source=06d4cd63,1770829948315
11356348305,0,5g:谁说不是呢[惊喜],1764578803,广东,0,51,1,1978848198907957338,answer,97c774057a77946a0237f6ad224d978d,https://www.zhihu.com/people/yong-gan-de-shi-wa-ben-ren,勇敢的施瓦本人,https://picx.zhimg.com/v2-85421daf1c4fac029112cf14efbcc94f_l.jpg?source=06d4cd63,1770829948317
11363117195,0,高铁那个，想起当年他们常说的那句：中国啊，请等等你的人民！（大概是这句，记不太清了[doge],1765298224,江苏,4,41,0,1978848198907957338,answer,91c3d1e0ae7e48cd12a71096815fdb48,https://www.zhihu.com/people/ywsnbdp,时髦编辑屑粒头,https://picx.zhimg.com/v2-87d96e2b5f907baf6ebfce7ab9a29c83_l.jpg?source=06d4cd63,1770829948319
11364172152,0,5g的网速再逆天，我上过那些网站却一去不复返了,1765354841,辽宁,1,43,0,1978848198907957338,answer,3afd1981171b89c78dba01f71d9aec91,https://www.zhihu.com/people/vgk7xh,老王不卖瓜,https://pic1.zhimg.com/v2-8a878a6548a9fd195fe3600f3e3b0642_l.jpg?source=06d4cd63,1770829948321
11375216445,0,吃的太饱，让我丧失了饥饿感[飙泪笑],1766499051,辽宁,1,34,0,1978848198907957338,answer,ad2f9b35e8c763bf3ebf5237860346af,https://www.zhihu.com/people/wong-85-74,大连金州勇士,https://picx.zhimg.com/v2-e525daf6f9b179993cc9583c97a80590_l.jpg?source=06d4cd63,1770829948323
11380342019,0,5g让看片失去了转圈等待的乐趣[飙泪笑],1767023334,河北,0,23,0,1978848198907957338,answer,233de9530e9e7cae81dd82ae12bf9c57,https://www.zhihu.com/people/a-zheng-82-72,阿正,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829948325
11380512057,0,工人阶级的觉醒，让资本家失去了赚钱的乐趣[大笑],1767084138,北京,1,13,0,1978848198907957338,answer,21467f95fe338f1aaf0e31bed17dece0,https://www.zhihu.com/people/91-64-56-74-46,伊水寒,https://picx.zhimg.com/v2-4f3e5fb528fed9e8f7e65126bb71e9e5_l.jpg?source=06d4cd63,1770829950695
11378557550,0,有一说一，智能手机一天的续航真的是倒退，现在更是99%都要充电了。,1766896424,上海,14,12,1,1978848198907957338,answer,ea15efc9d8206909348f37c3d1afb65a,https://www.zhihu.com/people/an-tiger,安tiger,https://picx.zhimg.com/1342cc3f7d490f6a1fd848cc6d456edc_l.jpg?source=06d4cd63,1770829950698
11360107875,0,公知的话最有意思,1764981487,上海,0,6,0,1978848198907957338,answer,d9f9a461280bf27149c4ddaa34747732,https://www.zhihu.com/people/52-36-52-94,一枪,https://pic1.zhimg.com/v2-962897a6b6d443989a1613346d0116d9_l.jpg?source=06d4cd63,1770829950699
11383295393,0,前装枪：后膛枪让射击失去了装填的乐趣,1767409866,广西,1,8,0,1978848198907957338,answer,dc304c64aa5ff9effd87ebe9984fa12a,https://www.zhihu.com/people/harzsneat-meekol,旱地行舟,https://pica.zhimg.com/v2-65d6b8135b2ce8f49e3b8389f6958758_l.jpg?source=06d4cd63,1770829950703
11362852324,0,非常非常的到位[滑稽][滑稽][滑稽],1765219149,陕西,0,5,0,1978848198907957338,answer,2c64472073c5996ca284862552188669,https://www.zhihu.com/people/28-35-24-72-67,小凡,https://picx.zhimg.com/v2-4fc5701ef46f88130d26b4e72bda14ae_l.jpg?source=06d4cd63,1770829950707
11373307673,0,第一个其实是对的,1766335638,北京,1,3,0,1978848198907957338,answer,f4672847ef6a5ab51e0dbfefc7a75c9a,https://www.zhihu.com/people/--12-87-43-84,上下云游.,https://pic1.zhimg.com/v2-14654618c9c5c6d4d58a63ea7f9ec821_l.jpg?source=06d4cd63,1770829950711
11373581525,0,就是这个理,1766387549,安徽,0,2,0,1978848198907957338,answer,d83cc3b95f3686805b37773235ae5139,https://www.zhihu.com/people/wang-xiang-67-50,会飞的猪,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829950713
11380383678,0,"高铁,请等等你的人民",1767064492,山东,0,2,0,1978848198907957338,answer,fd5172d5c91a3a6c372c57b194c4251a,https://www.zhihu.com/people/wu-zai-xian-80,文明抬杠标兵,https://picx.zhimg.com/v2-ffe5ba31ce504eb43c94598563f613f4_l.jpg?source=06d4cd63,1770829950715
11362828938,0,社会的发展 ，让我们失去了从前慢的平和,1765242698,江苏,1,2,1,1978848198907957338,answer,4d4fbd2e930a68e4f6e00097e2f50141,https://www.zhihu.com/people/tian-di-kuang-ke,天地狂客,https://picx.zhimg.com/7c6a930553ca425f48b73c7a2040a497_l.jpg?source=06d4cd63,1770829950717
11388783566,0,八抬大轿：马车的出现让驾驶者的地位陡降，应该取缔,1767947230,广东,0,1,0,1978848198907957338,answer,ab4655acc032458ff52c8b3808958ffd,https://www.zhihu.com/people/bai-da-fei-li-19,王司徒,https://picx.zhimg.com/v2-b403d8508bca96808c8711a8f6e61391_l.jpg?source=06d4cd63,1770829950719
11394324576,0,就有没有这么一种可能 要是没有补贴 没有限号优待 养路费平摊到电费里 电车根本就卖不动呢,1768517696,北京,5,1,0,1978848198907957338,answer,631c808b508c5c98eca712ffd7ce7efa,https://www.zhihu.com/people/li-jia-cheng-25,装逼即是正义,https://pic1.zhimg.com/v2-00790ecc018cf2e81a705facb9a92531_l.jpg?source=06d4cd63,1770829953120
11390768111,0,诺基亚说的对,1768192355,云南,0,1,0,1978848198907957338,answer,780a3b89751fcccc66b7c1c01c30c7f7,https://www.zhihu.com/people/wei-yi-de-tian-shi-86,旋风大王,https://picx.zhimg.com/v2-0fbf7f744a253f480c5526004617f671_l.jpg?source=06d4cd63,1770829953123
11373157279,0,柯达是最早一批数码相机玩家，发明了第一台数码相机。在尼康、佳能还在玩胶卷的时候，已经拿尼康、佳能的单反机身，改装成数码单反。在三大胶卷厂家里面是最坚定的转向数码的，只是转型失败了,1766330649,广东,0,1,0,1978848198907957338,answer,f2ccb5182a8fb28336f9f7473ec37dc9,https://www.zhihu.com/people/gua-niu-mk,蜗牛mk,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829953125
11358531869,0,手动挡才有驾驶的乐趣,1764762467,安徽,77,868,1,1978848198907957338,answer,d83cc3b95f3686805b37773235ae5139,https://www.zhihu.com/people/wang-xiang-67-50,会飞的猪,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829953126
11392703568,0,这和公知有半毛钱关系？,1768354676,江苏,0,1,1,1978848198907957338,answer,5fe0ae2030c09016ec4188ddec1a6ad2,https://www.zhihu.com/people/zhang-kun-14-30,Truman,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829953128
11355889370,0,冷知识：诺基亚是被苹果干死的，不是被杂牌干死的,1764582739,广东,67,0,7,1978848198907957338,answer,9dc06ff8013c34e28687ea2707753d6c,https://www.zhihu.com/people/60-67-77-94-55,PRNDS,https://picx.zhimg.com/v2-f7c1f8649e7b393fe3c8cf4dc9e32b33_l.jpg?source=06d4cd63,1770829953131
11356348305,0,5g:谁说不是呢[惊喜],1764578803,广东,0,51,1,1978848198907957338,answer,97c774057a77946a0237f6ad224d978d,https://www.zhihu.com/people/yong-gan-de-shi-wa-ben-ren,勇敢的施瓦本人,https://pic1.zhimg.com/v2-85421daf1c4fac029112cf14efbcc94f_l.jpg?source=06d4cd63,1770829953133
11413338459,0,高铁不是仪式感的问题，是时间不合适而已。绿皮车晚发朝至，最合适打工仔周末通勤。,1770660455,上海,0,0,0,1978848198907957338,answer,4a296aa8c3d684b31e6711136cfbd017,https://www.zhihu.com/people/miao-u-72,郑鑫桐,https://pic1.zhimg.com/v2-f15d8079f0d36343b99c44cf9071d83b_l.jpg?source=06d4cd63,1770829953136
11382865660,0,我们这破十八线县城还是个山城，全是上下坡[捂脸],1767327634,安徽,0,0,0,1978848198907957338,answer,d83cc3b95f3686805b37773235ae5139,https://www.zhihu.com/people/wang-xiang-67-50,会飞的猪,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829953138
11407320142,0,手机续航确实是很大的退步,1769942105,江苏,11,0,0,1978848198907957338,answer,640195d684da30c9716c987d4a5f2965,https://www.zhihu.com/people/feng-han-xin,如歌的行板,https://pica.zhimg.com/26b6551be_l.jpg?source=06d4cd63,1770829953140
11407048231,0,你别说一开始有人真反对马克沁。认为，还不如练几个神枪手,1769915918,江苏,0,0,0,1978848198907957338,answer,ef3cf552a1dd9882b9bb4ca63d322ac3,https://www.zhihu.com/people/78-86-72-80,冰之荧,https://pic1.zhimg.com/v2-fb3cde74ee45e50aa4a00636ed6b4199_l.jpg?source=06d4cd63,1770829955545
11406584006,0,高铁普及后，原来跨多个省的长途火车停运了好多，现在老人回一趟老家不容易。坐飞机头晕，高铁坐9个小时，还要从高铁站转去普铁站，再候车普铁，太难了,1769907003,广西,0,0,0,1978848198907957338,answer,8490cb96a08b0d34e3cc320240a786b8,https://www.zhihu.com/people/a-lang-92-10,阿郎,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=06d4cd63,1770829955548
11405608739,0,里头最搞笑的是柯达，ccd领头人变路边一条,1769744825,湖南,0,0,0,1978848198907957338,answer,a1d8ffe835ac76f6ab72543ddeb346f9,https://www.zhihu.com/people/86-95-12-41-33,不服的话随便,https://pic1.zhimg.com/v2-25ac7c0d6225fc37e7f4419d75895b22_l.jpg?source=06d4cd63,1770829955550
11400779761,0,油车不如马车一根[飙泪笑],1769216361,江苏,0,0,0,1978848198907957338,answer,65df90ffcf795fb1ab29a3e16d05d032,https://www.zhihu.com/people/yin-da-zhuang-93,职业选手吕郑豪,https://pic1.zhimg.com/v2-3e6c190d50bdeee6a4034492cd4963f5_l.jpg?source=06d4cd63,1770829955553
11395256488,0,元宇宙的出现会让货币贬值[大哭],1768627948,江西,0,0,0,1978848198907957338,answer,6e976dff77de22e6dea00c78b1411405,https://www.zhihu.com/people/9-23-12-58,秋月无边,https://picx.zhimg.com/v2-571eb65f4c8d1ab38b7e4dcc71b1691b_l.jpg?source=06d4cd63,1770829955555
